TrainLoss,ValLoss,DataLoss,NonNeg,Smooth,Entropy,Train_MAE,Val_MAE,Train_MSE_metric,Val_MSE_metric,Train_R2,Val_R2,Gate_Expert1,Gate_Expert2,Gate_Expert3,Gate_Expert4
0.003753290340213308,0.00018027913392870687,0.0037532846082843118,0.00018755360423300215,0.0,0.0,0.025233153253793716,0.010801827535033226,0.003770710900425911,0.0001805898209568113,0.9740331172943115,0.9987810850143433,0.6258743405342102,0.24601522088050842,0.03874863684177399,0.08936191350221634
0.00024100351044081993,0.0002081932989312918,0.00024099891156619115,0.00014927683179991852,0.0,0.0,0.012702025473117828,0.012145797722041607,0.0002399386721663177,0.0002082067949231714,0.9983476996421814,0.9985947012901306,0.5730268955230713,0.2567996680736542,0.01719777286052704,0.15297573804855347
0.00024872260309489173,0.00020844447135459632,0.00024871780876691767,0.00015566079503151565,0.0,0.0,0.012843970209360123,0.011897401884198189,0.00024792857584543526,0.00020835420582443476,0.9982926249504089,0.9985936880111694,0.5740850567817688,0.25163036584854126,0.017448117956519127,0.15683643519878387
0.00024513489786899767,0.00018490479396859882,0.0002451286914184757,0.0002015290738713262,0.0,0.0,0.012652651406824589,0.011191870085895061,0.00024392806517425925,0.00018485443433746696,0.9983202219009399,0.9987522959709167,0.5688970685005188,0.2625944912433624,0.008528415113687515,0.15998001396656036
0.0002809911469329006,0.00015102395809662994,0.0002809841660623093,0.00022665883043813546,0.0,0.0,0.013087115250527859,0.009767886251211166,0.00028181911329738796,0.00015120413445401937,0.9980592727661133,0.9989794492721558,0.5637871623039246,0.2506008744239807,0.007936054840683937,0.17767584323883057
0.000249579257914804,0.0002615346320453682,0.00024957305568903157,0.00020141472592630664,0.0,0.0,0.012667780742049217,0.012647919356822968,0.0002475700748618692,0.000257286912528798,0.9982951283454895,0.998263418674469,0.5685323476791382,0.2697931230068207,2.9008849651290802e-06,0.1616716831922531
0.00030012327607114605,0.0001499182435509283,0.0003001168692384043,0.00020803827341766128,0.0,0.0,0.013304703868925571,0.010030535981059074,0.0003002715529873967,0.00014934918726794422,0.9979321956634521,0.9989919662475586,0.5743003487586975,0.2656662166118622,2.904148459492717e-05,0.1600044071674347
0.00025032034875860723,0.0001918606176332105,0.00025031422697910816,0.00019873614309612856,0.0,0.0,0.012846173718571663,0.011340008117258549,0.0002506391319911927,0.00019168085418641567,0.9982739686965942,0.9987062215805054,0.5694174766540527,0.2711593806743622,3.1015480317364563e-07,0.15942296385765076
0.00033334319062217424,0.00031234088692144724,0.0003333368994419523,0.00020426370810450715,0.0,0.0,0.012775703333318233,0.01279564667493105,0.00033203110797330737,0.000305546767776832,0.9977135062217712,0.9979376792907715,0.5653659701347351,0.2712755501270294,1.5516578741880949e-06,0.16335704922676086
0.00030164834618429473,0.00024725100774958264,0.0003016421578649897,0.00020091245037732615,0.0,0.0,0.013255958445370197,0.012932376004755497,0.000300834042718634,0.0002475990913808346,0.9979283213615417,0.9983288049697876,0.5556922554969788,0.25571513175964355,5.606846389127895e-05,0.18853634595870972
0.00025613585081197426,0.00018731794989435002,0.0002561294408693474,0.0002081222694194425,0.0,0.0,0.01289460714906454,0.011006319895386696,0.0002567158662714064,0.00018737217760644853,0.9982321262359619,0.9987353086471558,0.562576413154602,0.26237818598747253,0.00018357431690674275,0.17486174404621124
0.00029118507019677874,0.0002460158993926598,0.0002911787604159232,0.00020488276042611217,0.0,0.0,0.013322502374649048,0.013001673854887486,0.0002899922546930611,0.0002464858116582036,0.9980030059814453,0.9983363151550293,0.5723989605903625,0.2639255225658417,0.0016677124658599496,0.1620076447725296
0.00025908066820721294,0.00014397482573258458,0.00025907447783421017,0.0002010068386176323,0.0,0.0,0.01295544020831585,0.00935069564729929,0.00025873101549223065,0.00014403440582100302,0.9982182383537292,0.9990278482437134,0.5675514340400696,0.26676860451698303,0.0008679177844896913,0.1648121476173401
0.0002479278355754251,0.00018724588790064445,0.00024792138825549987,0.00020936602343300041,0.0,0.0,0.012736136093735695,0.011248903349041939,0.00024780488456599414,0.0001869167754193768,0.9982935190200806,0.9987384080886841,0.5723660588264465,0.2669534683227539,0.00022642452677246183,0.16045407950878143
0.0002875720770868112,0.00016082587717392016,0.0002875647118813621,0.00023917461611187805,0.0,0.0,0.01330912858247757,0.00999004952609539,0.0002885004214476794,0.00016071433492470533,0.9980132579803467,0.9989152550697327,0.5709627270698547,0.2693922817707062,0.00015808895113877952,0.15948697924613953
0.0002555891960876198,0.0002307320937688928,0.0002555829556630699,0.00020261381327614918,0.0,0.0,0.012877839617431164,0.012584665790200233,0.00025595264742150903,0.00023067182337399572,0.9982373714447021,0.998443067073822,0.5702997446060181,0.2687217891216278,1.031722016847647e-12,0.16097864508628845
0.00024436651279580884,0.000173698463186156,0.0002443602827571017,0.00020227287085060284,0.0,0.0,0.01274382509291172,0.010802269913256168,0.0002448404848109931,0.00017343253421131521,0.9983139038085938,0.9988294243812561,0.5659241080284119,0.26917564868927,1.531268688237386e-11,0.16490013897418976
0.0003423265549621823,0.00023521358525613323,0.00034232013715682704,0.00020843311241121903,0.0,0.0,0.013329190202057362,0.012396971695125103,0.0003407542244531214,0.00023570083430968225,0.9976534247398376,0.9984091520309448,0.5690200924873352,0.26920101046562195,0.0007280274294316769,0.16105102002620697
0.00027060774359157337,0.000201597577870416,0.00027060139913256503,0.00020596519548675014,0.0,0.0,0.01309370156377554,0.011831704527139664,0.00027100255829282105,0.00020140399283263832,0.9981337785720825,0.9986405968666077,0.5718592405319214,0.26877906918525696,1.0000390272824067e-12,0.15936169028282166
0.00025900164532246096,0.00016218512246268801,0.00025899529828166123,0.00020609437365971144,0.0,0.0,0.013069568201899529,0.010238352231681347,0.000258829677477479,0.00016189595044124871,0.9982175827026367,0.9989072680473328,0.5635266900062561,0.268471360206604,9.99999453903111e-13,0.1680019050836563
0.0002545471378975743,0.00021967019620205974,0.0002545406567796524,0.00021041148618443855,0.0,0.0,0.01295320875942707,0.012324260547757149,0.00025474262656643987,0.00021924061002209783,0.9982457160949707,0.9985202550888062,0.5707733035087585,0.27092382311820984,9.99999453903111e-13,0.15830275416374207
0.0002533015538633223,0.00020333124666649383,0.00025329520594236636,0.0002060884729754405,0.0,0.0,0.012893902137875557,0.011648197658360004,0.0002535963139962405,0.00020339703769423068,0.9982536435127258,0.9986271858215332,0.5662192106246948,0.2706634998321533,9.99999453903111e-13,0.16311724483966827
0.00024351928198396513,0.00020288361338316463,0.00024351297730801537,0.00020475213175579426,0.0,0.0,0.012715192511677742,0.011856366880238056,0.00024275398754980415,0.00020225413027219474,0.9983282685279846,0.9986348748207092,0.5769516825675964,0.2724057137966156,9.99999453903111e-13,0.15064264833927155
0.0002792512827469299,0.0002588050601843861,0.0002792450018351965,0.00020393360084140552,0.0,0.0,0.013224349357187748,0.012711125425994396,0.00027832092018797994,0.0002591136144474149,0.9980833530426025,0.9982510805130005,0.5690189599990845,0.2612355649471283,4.972822011950484e-07,0.1697450429201126
0.0002799496133746054,0.00022024351437721634,0.00027994342558339405,0.0002008772123278299,0.0,0.0,0.013178740628063679,0.012196521274745464,0.00027912118821404874,0.0002204014890594408,0.9980778694152832,0.9985123872756958,0.5635161399841309,0.2616392970085144,9.99999453903111e-13,0.17484471201896667
0.00024377214885457614,0.0001996355022129137,0.00024376564438317736,0.00021122114734709846,0.0,0.0,0.012823299504816532,0.011669195257127285,0.0002441240067128092,0.00019942873041145504,0.9983188509941101,0.9986539483070374,0.5745456218719482,0.27028077840805054,3.133183382880711e-12,0.15517371892929077
0.0002550887989092453,0.0009883442889986327,0.0002550824802681511,0.000205153076568686,0.0,0.0,0.01294232439249754,0.014256778173148632,0.00025423418264836073,0.0010148456785827875,0.9982492327690125,0.9931502342224121,0.5711020231246948,0.2723158001899719,9.99999453903111e-13,0.15658214688301086
0.0002736180133304574,0.00017981631390284747,0.0002736104821275559,0.0002445377242639229,0.0,0.0,0.013126369565725327,0.010847128927707672,0.000273961661150679,0.00017958361422643065,0.9981133937835693,0.9987878799438477,0.566789984703064,0.2763861119747162,9.99999453903111e-13,0.15682390332221985
0.0002548505872841962,0.00017236584790225606,0.00025484431253355595,0.00020373730606684882,0.0,0.0,0.01290718000382185,0.010452426970005035,0.00025560485664755106,0.00017263248446397483,0.9982398152351379,0.9988347887992859,0.5692306756973267,0.26981139183044434,9.99999453903111e-13,0.16095788776874542
0.00031237127381421987,0.00024094001037155977,0.00031236336919039697,0.00025665052969763507,0.0,0.0,0.013463497161865234,0.012160992249846458,0.0003132688580080867,0.0002407137508271262,0.9978426694869995,0.9983752965927124,0.5617337226867676,0.2783789038658142,9.99999453903111e-13,0.15988731384277344
0.00031133018133151644,0.0002768988297248143,0.0003113238946107524,0.00020410013413282052,0.0,0.0,0.013678548857569695,0.013246473856270313,0.000311793148284778,0.0002788164420053363,0.9978528618812561,0.9981181025505066,0.5547753572463989,0.25438785552978516,9.99999453903111e-13,0.1908368170261383
0.0002713022507621997,0.00020205180862831185,0.0002712960044699421,0.00020279047514064116,0.0,0.0,0.013330988585948944,0.011353068053722382,0.0002716804447118193,0.0002016158396145329,0.9981290698051453,0.9986391663551331,0.5540087223052979,0.24799306690692902,9.99999453903111e-13,0.19799824059009552
0.00046622961523215995,0.0001990112950807088,0.00046622252956430817,0.00023011453231447376,0.0,0.0,0.013129335828125477,0.01144382357597351,0.00046663216198794544,0.00019898430036846548,0.9967865347862244,0.9986569285392761,0.5582714080810547,0.26862460374832153,9.99999453903111e-13,0.1731039583683014
